,0,0,0,0,0
N_HIDDEN,16.0,32.0,64.0,128.0,300.0
random_forest,0.4879704537013104,0.5210467725205075,0.5098655431592652,0.5169314465694331,0.5098878076172582
decision_tree,0.1621160285323923,0.18676954969771917,0.20746496377017482,0.18683399587781171,0.22828950796874287
mlp,0.4761305529373458,0.48038230162997825,0.4272423118376668,0.39974377124321514,0.38343473479655044
