,0,0,0,0,0
N_HIDDEN,16.0,32.0,64.0,128.0,300.0
random_forest,0.495002783119131,0.48555369433225,0.49667801625373115,0.49086869182506127,0.4835726688684808
decision_tree,0.33321692692419164,0.2973320755267488,0.29532978518143854,0.32077468806813414,0.33865511871741927
mlp,0.4943799602449313,0.5026353397907655,0.47684686647299,0.4456814235965669,0.43799495312081127
