,0,0,0,0,0
N_HIDDEN,16.0,32.0,64.0,128.0,300.0
random_forest,0.49128067283425664,0.4875041654305939,0.4912975735937469,0.4944206925981033,0.4870585856662021
decision_tree,0.3306842630335216,0.35148559116289646,0.32434276456488004,0.3386704857138959,0.34342714894098303
mlp,0.4919346770234528,0.4898071331374746,0.4706450760728007,0.44243220278720746,0.4060957291944908
