,0,0,0,0,0
N_HIDDEN,16.0,32.0,64.0,128.0,300.0
random_forest,0.4895717746645839,0.5195036505651744,0.5112243614400978,0.5163815657238885,0.5068692153080651
decision_tree,0.18915042152739167,0.15694119113177005,0.25309708767471717,0.13760396221646926,0.2178754075398115
mlp,0.4824729875017363,0.5019894928908615,0.4405519162044909,0.4152881526399398,0.36254685062853087
